game_name,sentiment,phrase,score
Shadowverse: Champion's Battle,neutral,Tube,0.060435139870641405
Shadowverse: Champion's Battle,neutral,game,0.0658853344943693
Shadowverse: Champion's Battle,neutral,Switch,0.06755884008398416
Shadowverse: Champion's Battle,neutral,go-to game,0.07128055925509151
Shadowverse: Champion's Battle,neutral,Shadowverse,0.07812985860004713
Shadowverse: Champion's Battle,neutral,Champion,0.1089856604924336
Shadowverse: Champion's Battle,neutral,card game,0.11720539155008351
Shadowverse: Champion's Battle,neutral,Battle,0.1294709421116105
Shadowverse: Champion's Battle,neutral,enjoyed,0.16831695630560772
Shadowverse: Champion's Battle,neutral,doubt,0.16831695630560772
Shadowverse: Champion's Battle,neutral,go-to,0.16831695630560772
Shadowverse: Champion's Battle,neutral,stuck,0.16831695630560772
Shadowverse: Champion's Battle,neutral,Champion ’s Battle,0.19408741838070917
Shantae and the Pirate's Curse,positive,Pirate Curse,0.0006873325344805033
Shantae and the Pirate's Curse,positive,Pirate,0.003306734715915972
Shantae and the Pirate's Curse,positive,Shantae,0.0035608577453129274
Shantae and the Pirate's Curse,positive,Curse,0.003655064247444101
Shantae and the Pirate's Curse,positive,Pirate ’s Curse,0.0038277919457969075
Shantae and the Pirate's Curse,positive,game,0.009641120366853924
Shantae and the Pirate's Curse,positive,Pirate Curse adheres,0.01041639719206187
Shantae and the Pirate's Curse,positive,Shantae game,0.02155814289677726
Shantae and the Pirate's Curse,positive,games,0.03374392128398874
Shantae and the Pirate's Curse,positive,fun,0.041289917634466454
Shantae and the Pirate's Curse,positive,Nintendo Switch,0.05207417753028144
Shantae and the Pirate's Curse,positive,series,0.05453316555391093
Shantae and the Pirate's Curse,positive,platformer,0.05852334758863956
Shantae and the Pirate's Curse,positive,Metroidvania,0.05939770744827159
Shantae and the Pirate's Curse,positive,Half-Genie Hero,0.06846839865988198
Shantae and the Pirate's Curse,neutral,Pirate Curse,0.004772096753685521
Shantae and the Pirate's Curse,neutral,Pirate ’s Curse,0.01157743055042537
Shantae and the Pirate's Curse,neutral,Pirate,0.0122680883161718
Shantae and the Pirate's Curse,neutral,Shantae,0.012496086424280121
Shantae and the Pirate's Curse,neutral,Curse,0.013879946755959802
Shantae and the Pirate's Curse,neutral,Pirate Curse under-delivers,0.015298175819418018
Shantae and the Pirate's Curse,neutral,Pirates Curse,0.019088387014742084
Shantae and the Pirate's Curse,neutral,Curse succeeds,0.03274159157385425
Shantae and the Pirate's Curse,neutral,gorgeous world,0.04310512670005135
Shantae and the Pirate's Curse,neutral,succeeds by building,0.04506057525686614
Shantae and the Pirate's Curse,neutral,true Metroidvania gameplay,0.04589355366244974
Shantae and the Pirate's Curse,neutral,Metroidvania,0.05677807686906405
Shantae and the Pirate's Curse,neutral,true Metroidvania,0.06264195069389614
Shantae and the Pirate's Curse,neutral,game,0.06560087499858143
Shantae and the Pirate's Curse,neutral,Half-Genie Hero,0.08391491566045942
Shantae: Half-Genie Hero,positive,Half-Genie Hero,0.00036648010690444247
Shantae: Half-Genie Hero,positive,Shantae Half-Genie Hero,0.0014309559384394627
Shantae: Half-Genie Hero,positive,Hero,0.0015077287990069685
Shantae: Half-Genie Hero,positive,Shantae,0.002074908535058548
Shantae: Half-Genie Hero,positive,Half-Genie Hero Ultimate,0.002184806652803095
Shantae: Half-Genie Hero,positive,Half-Genie Hero Shantae,0.0028619118768789253
Shantae: Half-Genie Hero,positive,Half-Genie,0.003961507716580343
Shantae: Half-Genie Hero,positive,Hero Ultimate Edition,0.004296167325334095
Shantae: Half-Genie Hero,positive,game,0.006453452787988366
Shantae: Half-Genie Hero,positive,Hero Ultimate,0.008744852218200408
Shantae: Half-Genie Hero,positive,Hero Shantae,0.012091822452660559
Shantae: Half-Genie Hero,positive,Shantae game,0.012729298175296788
Shantae: Half-Genie Hero,positive,Half-Genie Hero experience,0.01348805526584782
Shantae: Half-Genie Hero,positive,make Half-Genie Hero,0.01479976660712076
Shantae: Half-Genie Hero,positive,Half-Genie Hero brings,0.016176312066762077
Shantae: Half-Genie Hero,neutral,Half-Genie Hero,0.0035320241487834937
Shantae: Half-Genie Hero,neutral,Hero,0.016221118051628073
Shantae: Half-Genie Hero,neutral,Half-Genie,0.021031399560754945
Shantae: Half-Genie Hero,neutral,Shantae,0.03363746417404671
Shantae: Half-Genie Hero,neutral,couple of sittings,0.04345874472250487
Shantae: Half-Genie Hero,neutral,game,0.05181032363533492
Shantae: Half-Genie Hero,neutral,beat Shantae,0.06765028665230949
Shantae: Half-Genie Hero,neutral,platforming,0.08856644907482546
Shantae: Half-Genie Hero,neutral,platformer,0.10350021310914265
Shantae: Half-Genie Hero,neutral,gameplay,0.11930790251828705
Shantae: Half-Genie Hero,neutral,worth playing,0.14791912807340205
Shantae: Half-Genie Hero,neutral,bit,0.16647001177881682
Shantae: Half-Genie Hero,neutral,simple,0.1684480896110109
Shantae: Half-Genie Hero,neutral,modern video games,0.16869889072264538
Shantae: Half-Genie Hero,neutral,unfortunate that Wayforward,0.18210349667626127
Shantae: Half-Genie Hero,negative,Half-Genie Hero,0.005495242076843591
Shantae: Half-Genie Hero,negative,superior graphics,0.030069668712185776
Shantae: Half-Genie Hero,negative,simple fact,0.030069668712185776
Shantae: Half-Genie Hero,negative,Hero,0.05514556454904471
Shantae: Half-Genie Hero,negative,long been extinguished,0.09203833134173547
Shantae: Half-Genie Hero,negative,Half-Genie,0.09910514966575966
Shantae: Half-Genie Hero,negative,fun,0.09910514966575966
Shantae: Half-Genie Hero,negative,goofy charm,0.10247450568901557
Shantae: Half-Genie Hero,negative,main character,0.10247450568901557
Shantae: Half-Genie Hero,negative,character is grating,0.10247450568901557
Shantae: Half-Genie Hero,negative,music,0.11212452679856262
Shantae: Half-Genie Hero,negative,superior,0.11212452679856262
Shantae: Half-Genie Hero,negative,viewed,0.11212452679856262
Shantae: Half-Genie Hero,negative,favourably,0.11212452679856262
Shantae: Half-Genie Hero,negative,simple,0.11212452679856262
Shantae: Half-Genie Hero - Ultimate Edition,positive,Hero Ultimate Edition,0.0004422031421167835
Shantae: Half-Genie Hero - Ultimate Edition,positive,Half-Genie Hero Ultimate,0.0009217333105907457
Shantae: Half-Genie Hero - Ultimate Edition,positive,Ultimate Edition,0.001387147264514062
Shantae: Half-Genie Hero - Ultimate Edition,positive,Half-Genie Hero,0.0023157565811661534
Shantae: Half-Genie Hero - Ultimate Edition,positive,Hero Ultimate,0.002874220609925036
Shantae: Half-Genie Hero - Ultimate Edition,positive,Shantae Half-Genie Hero,0.005145104436497287
Shantae: Half-Genie Hero - Ultimate Edition,positive,Hero,0.007086596939459786
Shantae: Half-Genie Hero - Ultimate Edition,positive,edition,0.008234947424735078
Shantae: Half-Genie Hero - Ultimate Edition,positive,Ultimate,0.008616419131881752
Shantae: Half-Genie Hero - Ultimate Edition,positive,Shantae,0.011914941785862429
Shantae: Half-Genie Hero - Ultimate Edition,positive,Half-Genie,0.016510709612578573
Shantae: Half-Genie Hero - Ultimate Edition,positive,Nintendo Switch,0.02083105114150016
Shantae: Half-Genie Hero - Ultimate Edition,positive,game,0.025486091199414595
Shantae: Half-Genie Hero - Ultimate Edition,positive,Shantae Half-Genie,0.03606636100829885
Shantae: Half-Genie Hero - Ultimate Edition,positive,Half Genie Hero,0.03628926601999636
Shantae: Half-Genie Hero - Ultimate Edition,neutral,Half-Genie Hero,0.005757630132450089
Shantae: Half-Genie Hero - Ultimate Edition,neutral,original concepts,0.021741885417640675
Shantae: Half-Genie Hero - Ultimate Edition,neutral,Ultimate Edition,0.03456235745391637
Shantae: Half-Genie Hero - Ultimate Edition,neutral,Hero,0.036066686564690205
Shantae: Half-Genie Hero - Ultimate Edition,neutral,Shantae,0.04182607712268212
Shantae: Half-Genie Hero - Ultimate Edition,neutral,parts were original,0.04223094636759148
Shantae: Half-Genie Hero - Ultimate Edition,neutral,Half-Genie,0.05230928588509637
Shantae: Half-Genie Hero - Ultimate Edition,neutral,Shantae series,0.052402888458232856
Shantae: Half-Genie Hero - Ultimate Edition,neutral,parts,0.055601061978038255
Shantae: Half-Genie Hero - Ultimate Edition,neutral,Super Mario Odyssey,0.07093740811849318
Shantae: Half-Genie Hero - Ultimate Edition,neutral,greatest hits album,0.08664955495345147
Shantae: Half-Genie Hero - Ultimate Edition,neutral,feels,0.0992075705897002
Shantae: Half-Genie Hero - Ultimate Edition,neutral,series,0.0992075705897002
Shantae: Half-Genie Hero - Ultimate Edition,neutral,base game,0.11533633588205786
Shantae: Half-Genie Hero - Ultimate Edition,neutral,concepts,0.13851349112957623
Shape of Dreams,positive,Shape of Dreams,0.004924792627629081
Shape of Dreams,positive,Dreams,0.017088276227606673
Shape of Dreams,positive,Shape,0.027467021838178302
Shape of Dreams,positive,Dreams feels,0.09166438014805048
Shape of Dreams,positive,giving players lots,0.12248276981019991
Shape of Dreams,positive,Dreams succeeds,0.1485856731192007
Shape of Dreams,positive,depth,0.150311969419786
Shape of Dreams,positive,roguelite,0.1551000491529593
Shape of Dreams,positive,roguelike,0.15593402435972886
Shape of Dreams,positive,game,0.1592533249488866
Shape of Dreams,positive,’ll,0.16236236964244083
Shape of Dreams,positive,feel,0.1637917245745213
Shape of Dreams,positive,play,0.17596128930901245
Shape of Dreams,positive,great,0.18059607623882432
Shape of Dreams,positive,amount of depth,0.18893835526796748
Shape of Dreams,neutral,Shape of Dreams,0.014803043526914677
Shape of Dreams,neutral,multiplayer sessions,0.07126868106397541
Shape of Dreams,neutral,Dreams,0.09257905803557784
Shape of Dreams,neutral,built for multiplayer,0.10847521648177959
Shape of Dreams,neutral,Shape,0.1575638185740345
Shape of Dreams,neutral,sessions,0.1575638185740345
Shape of Dreams,neutral,built,0.21111243751024
Shape of Dreams,neutral,multiplayer,0.21111243751024
Shape of Dreams,neutral,roguelike,0.2770834307845878
Shape of Dreams,neutral,powers,0.2770834307845878
Shape of Dreams,neutral,assemble decent powers,0.2996729652079485
Shape of Dreams,neutral,roguelike built,0.3054541142183658
Shape of Dreams,neutral,characters work,0.33999412815494456
Shape of Dreams,neutral,easy to assemble,0.33999412815494456
Shape of Dreams,neutral,assemble decent,0.33999412815494456
Shatter Remastered Deluxe,positive,Shatter Remastered Deluxe,0.00042300304772416856
Shatter Remastered Deluxe,positive,Remastered Deluxe,0.0017585597083626643
Shatter Remastered Deluxe,positive,Shatter Remastered,0.002561663361338434
Shatter Remastered Deluxe,positive,Remastered,0.010929683622483997
Shatter Remastered Deluxe,positive,Deluxe,0.012100113335734124
Shatter Remastered Deluxe,positive,Shatter,0.012346797489929014
Shatter Remastered Deluxe,positive,Remastered Deluxe brings,0.015418516207068455
Shatter Remastered Deluxe,positive,favorite PSN games,0.018256062392907956
Shatter Remastered Deluxe,positive,Remastered Deluxe edition,0.022415908043759748
Shatter Remastered Deluxe,positive,PSN games,0.024821440352901566
Shatter Remastered Deluxe,positive,game,0.03808071977246458
Shatter Remastered Deluxe,positive,favorite PSN,0.04249581810348347
Shatter Remastered Deluxe,positive,PSN,0.07066935356809197
Shatter Remastered Deluxe,positive,Deluxe brings back,0.08203177987400176
Shatter Remastered Deluxe,positive,games,0.0856816194880453
Shatter Remastered Deluxe,neutral,Shatter Remastered Deluxe,0.02073389286033669
Shatter Remastered Deluxe,neutral,block-breaking action,0.025675974857343728
Shatter Remastered Deluxe,neutral,Remastered Deluxe offers,0.03542896740342635
Shatter Remastered Deluxe,neutral,craving some block-breaking,0.037803980024260254
Shatter Remastered Deluxe,neutral,Remastered Deluxe,0.06466605958049187
Shatter Remastered Deluxe,neutral,Shatter Remastered,0.07541699672917816
Shatter Remastered Deluxe,neutral,original game,0.08672006981336565
Shatter Remastered Deluxe,neutral,n’t played Shatter,0.08791372665653266
Shatter Remastered Deluxe,neutral,Deluxe offers,0.12483457772638136
Shatter Remastered Deluxe,neutral,action,0.1311612848473919
Shatter Remastered Deluxe,neutral,game,0.1393700897626187
Shatter Remastered Deluxe,neutral,Shatter,0.14227573824000864
Shatter Remastered Deluxe,neutral,played Shatter,0.14696959320125455
Shatter Remastered Deluxe,neutral,arcade fun,0.18327817327251206
Shatter Remastered Deluxe,neutral,fan,0.19085831993653626
Shin Megami Tensei IV: Apocalypse,positive,Shin Megami Tensei,6.8381312229852e-05
Shin Megami Tensei IV: Apocalypse,positive,Megami Tensei,0.0004152998497953268
Shin Megami Tensei IV: Apocalypse,positive,Shin Megami,0.0005874648703308809
Shin Megami Tensei IV: Apocalypse,positive,Megami,0.003620323671289292
Shin Megami Tensei IV: Apocalypse,positive,Megami Tensei game,0.003948513609287339
Shin Megami Tensei IV: Apocalypse,positive,Tensei,0.00405147960822461
Shin Megami Tensei IV: Apocalypse,positive,Shin,0.005701522864126582
Shin Megami Tensei IV: Apocalypse,positive,Apocalypse,0.005817388558381911
Shin Megami Tensei IV: Apocalypse,positive,Shin Megami game,0.005878603905013966
Shin Megami Tensei IV: Apocalypse,positive,Megami Tensei experience,0.006910991804263692
Shin Megami Tensei IV: Apocalypse,positive,original Shin Megami,0.013318406958516249
Shin Megami Tensei IV: Apocalypse,positive,definitive Shin Megami,0.015608511445810198
Shin Megami Tensei IV: Apocalypse,positive,game,0.015713144167140425
Shin Megami Tensei IV: Apocalypse,positive,vintage Shin Megami,0.01806451619111638
Shin Megami Tensei IV: Apocalypse,positive,Megami game,0.034606940694273315
Shin Megami Tensei IV: Apocalypse,neutral,Shin Megami Tensei,0.008024501770367252
Shin Megami Tensei IV: Apocalypse,neutral,Megami Tensei,0.022941085907711378
Shin Megami Tensei IV: Apocalypse,neutral,Shin Megami,0.02685713082807192
Shin Megami Tensei IV: Apocalypse,neutral,Megami Tensei title,0.033260494759368466
Shin Megami Tensei IV: Apocalypse,neutral,substantial overhaul,0.03871184274989543
Shin Megami Tensei IV: Apocalypse,neutral,series waits,0.04145727717791146
Shin Megami Tensei IV: Apocalypse,neutral,game,0.04557499551073348
Shin Megami Tensei IV: Apocalypse,neutral,SMT,0.05067492871424852
Shin Megami Tensei IV: Apocalypse,neutral,Apocalypse,0.060846865987525374
Shin Megami Tensei IV: Apocalypse,neutral,Megami Tensei formula,0.06588846347381327
Shin Megami Tensei IV: Apocalypse,neutral,Megami,0.08112887427985828
Shin Megami Tensei IV: Apocalypse,neutral,n’t,0.08802121657362255
Shin Megami Tensei IV: Apocalypse,neutral,Tensei,0.08818838127883279
Shin Megami Tensei IV: Apocalypse,neutral,title,0.10103118702437731
Shin Megami Tensei IV: Apocalypse,neutral,Shin,0.1021196798215563
Shin Megami Tensei IV: Apocalypse,negative,Shin Megami Tensei,0.0007362240155346026
Shin Megami Tensei IV: Apocalypse,negative,Megami Tensei,0.005899564320815768
Shin Megami Tensei IV: Apocalypse,negative,Shin Megami,0.009479319295218598
Shin Megami Tensei IV: Apocalypse,negative,Megami,0.07658305028446032
Shin Megami Tensei IV: Apocalypse,negative,Tensei,0.07658305028446032
Shin Megami Tensei IV: Apocalypse,negative,sexist character designs,0.08223515130440369
Shin Megami Tensei IV: Apocalypse,negative,Apocalypse,0.09673343521639033
Shin Megami Tensei IV: Apocalypse,negative,Apocalypse is unforgiving,0.10816858386225918
Shin Megami Tensei IV: Apocalypse,negative,progression systems break,0.11025219594965474
Shin Megami Tensei IV: Apocalypse,negative,exists gradually fades,0.11025219594965474
Shin Megami Tensei IV: Apocalypse,negative,fun exists gradually,0.11499969348729597
Shin Megami Tensei IV: Apocalypse,negative,Shin,0.12261597775708297
Shin Megami Tensei IV: Apocalypse,negative,mess,0.12261597775708297
Shin Megami Tensei IV: Apocalypse,negative,character designs,0.15530723625355197
Shin Megami Tensei IV: Apocalypse,negative,hell,0.16752866395936475
Shin Megami Tensei V,positive,Shin Megami Tensei,2.2250167020613333e-06
Shin Megami Tensei V,positive,Megami Tensei,2.4253467451650325e-05
Shin Megami Tensei V,positive,Shin Megami,4.32545959639576e-05
Shin Megami Tensei V,positive,Megami Tensei game,0.0003392670436789131
Shin Megami Tensei V,positive,Megami,0.0004735016751263391
Shin Megami Tensei V,positive,Tensei,0.0004960689432128066
Shin Megami Tensei V,positive,Megami Tensei games,0.0006785340873578262
Shin Megami Tensei V,positive,Switch Shin Megami,0.0008670119970579335
Shin Megami Tensei V,positive,Shin,0.0008830018957723897
Shin Megami Tensei V,positive,Megami Tensei fan,0.0009780700586620795
Shin Megami Tensei V,positive,Shin Megami game,0.0012221783961756064
Shin Megami Tensei V,positive,Megami Tensei successfully,0.0020186911797546586
Shin Megami Tensei V,positive,make Shin Megami,0.0023684309768237425
Shin Megami Tensei V,positive,Megami Tensei universe,0.0025292448692663724
Shin Megami Tensei V,positive,good Shin Megami,0.0026614025350708784
Shin Megami Tensei V,neutral,Shin Megami Tensei,4.6456312878646206e-05
Shin Megami Tensei V,neutral,Megami Tensei,0.00038218421117163946
Shin Megami Tensei V,neutral,Shin Megami,0.0004943077164602539
Shin Megami Tensei V,neutral,Megami Tensei series,0.0007156286149497041
Shin Megami Tensei V,neutral,Megami,0.004104972138062213
Shin Megami Tensei V,neutral,Tensei,0.004398165379786128
Shin Megami Tensei V,neutral,Shin,0.005675223142008405
Shin Megami Tensei V,neutral,Tensei series,0.008030403160623496
Shin Megami Tensei V,neutral,main Shin Megami,0.008278558018845342
Shin Megami Tensei V,neutral,powering Shin Megami,0.009118993839658175
Shin Megami Tensei V,neutral,hardcore Shin Megami,0.009745189745730125
Shin Megami Tensei V,neutral,series,0.030632534601941902
Shin Megami Tensei V,neutral,JRPG,0.04716738849516401
Shin Megami Tensei V,neutral,Nintendo Switch,0.05576432674068296
Shin Megami Tensei V,neutral,game,0.06015892723903295
Shin Megami Tensei V: Vengeance,positive,Shin Megami Tensei,4.31759056331927e-06
Shin Megami Tensei V: Vengeance,positive,Megami Tensei,3.887126806877488e-05
Shin Megami Tensei V: Vengeance,positive,Shin Megami,7.312581837776355e-05
Shin Megami Tensei V: Vengeance,positive,Megami,0.0006621641314212131
Shin Megami Tensei V: Vengeance,positive,Tensei,0.0006724772313728059
Shin Megami Tensei V: Vengeance,positive,Vengeance,0.0009103180182586589
Shin Megami Tensei V: Vengeance,positive,Megami Tensei game,0.0009116243280409565
Shin Megami Tensei V: Vengeance,positive,original Shin Megami,0.0011110932769498399
Shin Megami Tensei V: Vengeance,positive,Shin,0.0012613384322526194
Shin Megami Tensei V: Vengeance,positive,game Shin Megami,0.0017364812685267243
Shin Megami Tensei V: Vengeance,positive,Megami Tensei franchise,0.0023315250956001867
Shin Megami Tensei V: Vengeance,positive,experience Shin Megami,0.002699841891753901
Shin Megami Tensei V: Vengeance,positive,makes Shin Megami,0.002838144652240907
Shin Megami Tensei V: Vengeance,positive,play Shin Megami,0.0038964266353336704
Shin Megami Tensei V: Vengeance,positive,turns Shin Megami,0.0044656931702645244
Shin Megami Tensei V: Vengeance,neutral,Megami Tensei series,0.00520977902215875
Shin Megami Tensei V: Vengeance,neutral,Megami Tensei,0.005679986148761225
Shin Megami Tensei V: Vengeance,neutral,Shin Megami Tensei,0.006083472538802353
Shin Megami Tensei V: Vengeance,neutral,Pokémon for adults,0.018331326364594728
Shin Megami Tensei V: Vengeance,neutral,previous Megami Tensei,0.01920530298248302
Shin Megami Tensei V: Vengeance,neutral,Megami Tensei game,0.01920530298248302
Shin Megami Tensei V: Vengeance,neutral,Tensei series,0.030273741273645363
Shin Megami Tensei V: Vengeance,neutral,Megami,0.03276720819877752
Shin Megami Tensei V: Vengeance,neutral,Shin Megami,0.03336260865542987
Shin Megami Tensei V: Vengeance,neutral,Tensei,0.033711322708536245
Shin Megami Tensei V: Vengeance,neutral,Pokémon,0.06058287849739987
Shin Megami Tensei V: Vengeance,neutral,Vengeance,0.06276236922447055
Shin Megami Tensei V: Vengeance,neutral,previous Megami,0.1024006416472706
Shin Megami Tensei V: Vengeance,neutral,Tensei game,0.10566284195267993
Shin Megami Tensei V: Vengeance,neutral,Tensei is Pokémon,0.12053035128650494
Shin Megami Tensei: Strange Journey Redux,positive,Shin Megami Tensei,8.696295684987525e-05
Shin Megami Tensei: Strange Journey Redux,positive,Strange Journey Redux,0.00010335633980175831
Shin Megami Tensei: Strange Journey Redux,positive,Strange Journey,0.0005307983985929829
Shin Megami Tensei: Strange Journey Redux,positive,Megami Tensei,0.0005362166343760039
Shin Megami Tensei: Strange Journey Redux,positive,Shin Megami,0.0006735982745508538
Shin Megami Tensei: Strange Journey Redux,positive,Journey Redux,0.0007083079489450496
Shin Megami Tensei: Strange Journey Redux,positive,Megami Tensei series,0.002096608205555769
Shin Megami Tensei: Strange Journey Redux,positive,Journey,0.003690814730028486
Shin Megami Tensei: Strange Journey Redux,positive,Megami,0.004221876956886158
Shin Megami Tensei: Strange Journey Redux,positive,Megami Tensei games,0.004649146086301073
Shin Megami Tensei: Strange Journey Redux,positive,Strange,0.004883994093388713
Shin Megami Tensei: Strange Journey Redux,positive,Tensei,0.005013159019442366
Shin Megami Tensei: Strange Journey Redux,positive,Megami Tensei franchise,0.0051335891073924856
Shin Megami Tensei: Strange Journey Redux,positive,Redux,0.005639324703125266
Shin Megami Tensei: Strange Journey Redux,positive,Shin,0.006276286814569813
Shin Megami Tensei: Strange Journey Redux,neutral,Strange Journey Redux,0.002781715857657723
Shin Megami Tensei: Strange Journey Redux,neutral,Shin Megami Tensei,0.004815303120542074
Shin Megami Tensei: Strange Journey Redux,neutral,Strange Journey,0.009354259664111445
Shin Megami Tensei: Strange Journey Redux,neutral,Journey Redux,0.010757927292472234
Shin Megami Tensei: Strange Journey Redux,neutral,Megami Tensei,0.013798837507524104
Shin Megami Tensei: Strange Journey Redux,neutral,Shin Megami,0.022867116636165394
Shin Megami Tensei: Strange Journey Redux,neutral,game to play,0.030891629136724115
Shin Megami Tensei: Strange Journey Redux,neutral,definitive version,0.033574482930606914
Shin Megami Tensei: Strange Journey Redux,neutral,shining banner,0.033574482930606914
Shin Megami Tensei: Strange Journey Redux,neutral,Journey,0.03758874317939155
Shin Megami Tensei: Strange Journey Redux,neutral,Redux,0.04390290632139447
Shin Megami Tensei: Strange Journey Redux,neutral,Strange,0.04754773198152868
Shin Megami Tensei: Strange Journey Redux,neutral,Tensei,0.06453489599182254
Shin Megami Tensei: Strange Journey Redux,neutral,Megami,0.06844008060756954
Shin Megami Tensei: Strange Journey Redux,neutral,solid dungeon-crawling RPG,0.08139313346705841
Shinobi: Art of Vengeance,positive,Art of Vengeance,3.449904466477727e-05
Shinobi: Art of Vengeance,positive,Vengeance,0.0003939556597529298
Shinobi: Art of Vengeance,positive,Art,0.00042335523436108424
Shinobi: Art of Vengeance,positive,Shinobi,0.0007042525027415318
Shinobi: Art of Vengeance,positive,Shinobi Art,0.0011480754544282883
Shinobi: Art of Vengeance,positive,Joe Musashi,0.001403187060143459
Shinobi: Art of Vengeance,positive,Game,0.0021123466680093
Shinobi: Art of Vengeance,positive,combat,0.003961569356428981
Shinobi: Art of Vengeance,positive,art style,0.004989700668102553
Shinobi: Art of Vengeance,positive,action,0.005080255525542332
Shinobi: Art of Vengeance,positive,Sega,0.005457314557876993
Shinobi: Art of Vengeance,positive,Joe,0.006011819525053746
Shinobi: Art of Vengeance,positive,Joe Musashi back,0.006025175864610542
Shinobi: Art of Vengeance,positive,action games,0.00626028449097264
Shinobi: Art of Vengeance,positive,games,0.006337040004027899
Shinobi: Art of Vengeance,neutral,Art of Vengeance,0.005990619470630001
Shinobi: Art of Vengeance,neutral,protagonist Joe Musashi,0.023619690437794872
Shinobi: Art of Vengeance,neutral,Joe Musashi speaks,0.02498738358857261
Shinobi: Art of Vengeance,neutral,Vengeance,0.028989328932189144
Shinobi: Art of Vengeance,neutral,Art,0.03324651749473779
Shinobi: Art of Vengeance,neutral,Shinobi,0.03342129214389195
Shinobi: Art of Vengeance,neutral,action platformer,0.034054563959573694
Shinobi: Art of Vengeance,neutral,full potential,0.042396060873945346
Shinobi: Art of Vengeance,neutral,Joe Musashi,0.04373242838472903
Shinobi: Art of Vengeance,neutral,reaching its full,0.04565654278476962
Shinobi: Art of Vengeance,neutral,action,0.055502111379289634
Shinobi: Art of Vengeance,neutral,game,0.0590935989262627
Shinobi: Art of Vengeance,neutral,platformer,0.09000213380532351
Shinobi: Art of Vengeance,neutral,action platformer experience,0.0993407756320284
Shinobi: Art of Vengeance,neutral,protagonist Joe,0.10303484203249887
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,positive,Mystery Dungeon,0.0005422277916538709
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,positive,Serpentcoil Island,0.0008358720540818589
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,positive,Dungeon of Serpentcoil,0.0017334370263762525
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,positive,Mystery Dungeon game,0.0020506699118141
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,positive,Shiren the Wanderer,0.002246486659290412
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,positive,dungeon,0.003836468551387755
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,positive,mystery dungeon games,0.0041013398236282
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,positive,Mystery,0.004495816159556625
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,positive,mystery dungeon genre,0.005270906386022628
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,positive,Island,0.0062546670374711115
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,positive,Serpentcoil,0.006259159835089724
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,positive,Shiren,0.00699987624292837
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,positive,Switch Mystery Dungeon,0.007326297699690738
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,positive,Wanderer,0.008146450212602855
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,positive,good Mystery Dungeon,0.0133015101744567
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,neutral,Serpentcoil Island,0.002798389849620097
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,neutral,Mystery Dungeon,0.005334766219174917
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,neutral,Shiren the Wanderer,0.00883306020181595
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,neutral,Dungeon of Serpentcoil,0.011372260968698344
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,neutral,quirky emergent elements,0.012784454677630085
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,neutral,repetition wear thin,0.012784454677630085
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,neutral,Serpentcoil,0.015985393593916646
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,neutral,Island,0.017029369569577898
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,neutral,Dungeon,0.021077136181247257
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,neutral,mystery,0.023721754206111945
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,neutral,Shiren,0.02415102493092126
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,neutral,Serpentcoil Island offers,0.025245017236198753
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,neutral,Wanderer,0.025300960483805594
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,neutral,brave Serpentcoil Island,0.026786929310214078
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,neutral,Serpentcoil Island maintains,0.028091053958657675
Shogun Showdown,positive,Shogun Showdown,0.0010913640042673563
Shogun Showdown,positive,Showdown,0.005500455248456628
Shogun Showdown,positive,Shogun,0.009246432471300628
Shogun Showdown,positive,make Shogun Showdown,0.011667316567998432
Shogun Showdown,positive,Shogun Showdown offers,0.018638588727111348
